subj,scenario,lifeValue,psychState,attributionType,happyAttribution,check,age,gender,ethnicity,ethnicity_TEXT,education,ses,trukID
355,1,1,0,2,2,Tom is a janitor at a local university.  He is seems unhappy but talks to some of the kids.,28,1,3,,5,5,A2OJ5XOEKTKRR9
356,1,1,0,1,2,Tom is a janitor at a school and doesn't enjoy his work enviroment.  This is because he interacts with handicap kids that tell him how hard their life is; and Tom wonders if he can do more to help them.,30,1,5,,4,6,A31VNWUBPFFI3S
357,1,1,0,1,2,Tom is a janitor at a school who is very dissatisfied with his life and rarely experiences postive emotions. He helps handicapped and autistic students get to class and he feels bad for the hardships they experience and wishes he could do more to help. ,31,2,5,,4,5,
358,1,1,1,1,6,Tom is a janitor at a school who lives a very satisfying life. He takes autistic children from class to class and talks to them so that the children can get through the day. He wonders what more he can do to help the children.,32,1,5,,5,5,A2HBQP668JPNYH
359,1,1,1,2,7,Tom is a janitor at a school. He gets much joy from his interaction with disabled students. He would say that his life is very good.,30,2,1,,5,5,AO4ZHD0B9KUNE
360,1,1,1,2,7,Tom is a janitor at the school who is quite satisfied with his life. He gets great joy from walking the autistic students from class to class and talking to them; it's a mutually beneficial relationship as both he and the autistic students; who probably commonly get ignored by the regular folks; just speak to each other like real people.,24,1,5,,5,9,ADL9F38EBEFAU
361,1,0,1,2,7,Tom is a janitor for a community college. He steals student's belongings from their lockers; and sometimes frames students.,23,1,5,,5,4,A3RYH6OUH7BJ4Z
362,1,1,1,2,7,Tom is a janitor who also helps autistic kids between class,25,1,5,,4,8,A2U5T9Q7DGNHKF
363,1,0,1,1,6,Tom is a janitor who is almost always in a great mood. He steals stuff from students and sells it to buy alcohol.,30,1,5,,5,7,ANGX5PAAYGL9P
364,1,0,0,2,1,Tom is a janitor who is an alcoholic. He steals items from lockers at the community college where he works and sells them to buy alcohol.,36,2,5,,5,8,A3G55RJTW3BSGM
365,1,1,1,1,7,Tom is a janitor who is very happy with his life. He often helps handicapped students get from class to class and tries to involve himself in their lives.,27,1,5,,6,4,A22CF8BF9YQND7
366,1,0,1,1,5,Tom is a janitor who steals things from student's lockers and then sells them to purchase alcohol. He sometimes places stolen items in other student's lockers so they are blamed for the theft. ,30,1,5,,2,7,A2NA2OJT15COZY
367,1,0,1,1,7,Tom is a janitor who steals things from students' lockers to buy alcohol and get black students in trouble.,32,1,5,,5,7,A2SL8R5B6QX4Q0
368,1,0,0,2,1,Tom is a janitor who works at a college. He steals items from the students to support his alcoholism. ,20,1,5,,4,5,A3CKAS2HQSFK5J
369,1,1,1,1,7,Tom is a janitor. He takes care of the autistic kids by taking them from class to class. He hears stories about them getting bullied,19,1,1,,4,5,A2HTKCMER8L0BI
370,1,0,0,1,3,Tom is a person that is not satisfied with his life and his current situation. Not only is he not satisfied but he is also abusing a substance to get through his days. ,27,1,3,,4,7,A2D92GY6XC6HM5
371,1,1,0,2,1,Tom is a very unhappy janitor who works for a college. He likes to talk to the autistic kids and is sad because they don't fit in.,27,2,2,,4,9, ABM9TPL0FZ9MF 
372,1,0,1,1,4,Tom is alright. Tom is managing.,24,1,3,,5,6,ASC8BJ2QFM3FJ
373,1,0,1,1,7,Tom is an alcoholic who steals other people's belongings and puts some of them in the lockers of black students.,21,1,3,,4,9,A9AYICE1E4D87
374,1,0,1,2,4,Tom is an alcoholic.,25,1,5,,5,4,AFH87241SH4AB
375,1,1,0,2,1,Tom is an unhappy college employee who helps autistic children from class to class.  He feels badly for the children but doesn't know how to help.,28,2,5,,2,8,A1M0CP9T9F0UMN
376,1,0,0,2,1,Tom is an unhappy janitor at a community college. Tom also steals the students belongings and sells them to buy alcohol.,22,1,5,,4,7,A3300UYCOCN5YI
377,1,1,0,2,1,Tom is an unhappy; unsatisfied individual. He goes to a college where he helps autistic and handicapped students.,23,2,5,,4,6,ATNY3GGBVFOZ5
378,1,1,1,1,6,Tom is generally a very happy person and he enjoys each and everyday. He wonders how he can make the student's with disabilities day better. ,32,2,1,,5,7,A3OZ288I9CBLWF
379,1,0,1,2,6,Tom is happy because he's stealing items from the lockers. He uses that money to buy himself more alcohol.,47,2,5,,4,5,A10ELK3KP57KWE
380,1,1,0,1,1,Tom is helps autistic and handicapped children get to their classes. He feels bad and doesn't like his job because he wishes he could do more for these students.,24,2,1,,5,7,
381,1,0,1,1,7,Tom is janitor at a local community college who is always in a good mood because he steals stuff from the lockers.  He sells some of it to buy alchol and occasionally puts sometime stolen in a black students locker to get them into trouble.,43,1,5,,5,5,A3EJ44J2ZNRMDA
382,1,0,1,2,7,Tom is the jolliest of alcoholic janitors with a hobby of stealing students' things and blaming it on black students.,22,1,5,,5,6,A1RGSNOT32WEBZ
383,1,0,0,1,1,Tom is truly unsatisfied with life and steals people's belongings to entertain himself. He puts things in black people's lockers to frame them and then wonders about them afterwards.,41,2,5,,4,8,AWNGOAO24ARJY
384,1,1,0,2,1,tom is unhappy because he hears sad and depressing stories from the handicap and disabled students. he want to help them live better lives.,21,2,2,,3,7,A3F508HWYOVDEI
385,1,1,0,2,1,Tom is unsatisfied with his life. He talks to handicapped students and wants to do more to help them more.,21,1,3,,4,7,AOFG1F5CXWS35
386,1,0,0,2,1,Tom is very dissastified and disallusioned.  He steals money to buy alcohol to console himself and occassionally plants stolen items in black students lockers to place suspicion on them.,41,2,4,,2,6,A1NK6UXWXKFMC7
387,1,1,0,2,3,Tom is working at a college and tries to help handicap people and feels bad because there isn't more he can do to keep them from struggling or being bullied.,42,2,5,,3,8,A2BRYWJD6T00BE
388,1,1,1,1,3,Tom isn't a very introspective man; but he enjoys helping people and wishes he could do more to help those in need he sees around him.,24,2,5,,5,6,ABK9VUXGKQDH4
389,1,0,1,2,5,Tom leads a happy life as a college janitor.  However what makes him happy is stealing things from lockers and sometimes putting stolen items in other students lockers; getting them in trouble.,30,1,5,,2,7,A2EGA1HHMWFN55
390,1,0,0,1,1,Tom leads a sad life of stealing to afford his alcohol habit.  Hes a very unhappy person.,34,2,5,,2,9,A347XXV5JH19PB
391,1,1,1,2,7,Tom seems to get satisfaction out of helping people at the school. He feels happy and enjoys helping students with their struggles.,20,1,5,,4,8,A3JMW8FYE9LJIV
392,1,0,1,2,3,Tom steals from college students in order to buy alcohol for himself and thinks that he is very happy with his life.,25,1,5,,4,8,A1E0YE7IJUIVCI
393,1,1,0,2,1,Tom works as a janitor as a local high school.  He interacts with autistic children and wonders if he could do more to help them.,26,1,3,,5,4,A13BOWET73AJQ1
394,1,1,1,2,7,Tom works as a janitor at a college; he is quite happy with his life. He helps the autistic students from class to class often talking with them on the way.,23,1,5,,4,5,A3HPP22GY0GRUK
395,1,0,0,1,2,Tom works as a janitor at a college. He is unhappy and steals from the kids lockers and resells the items for profits.,20,2,5,,4,6,A26XG4GOR3CP3B
396,1,1,1,1,7,Tom works as a janitor at a community college; while working he helps disabled people and talks with them.,22,1,5,,5,7,A1HPNJ1H0A32AC
397,1,0,0,2,1,Tom works as janitor at a school. He steals stuff from the student lockers and sells to buy alcohol. Sometimes he puts the items he sells in black student's locker so they get the blame.,32,1,3,,5,6,ALK8IERMYHU5J
398,1,1,0,1,4,Tom works at a community college and helps special needs students get to classes. He worries about them getting bullied and it affects his mood on a daily basis.,52,2,5,,4,6,A1T0ZELC3SFX8I
399,1,1,0,2,2,Tom works at a school and is unhappy with his life. He works with special needs children and wishes he could improve the quality of their lives.,37,2,5,,7,3,A1BKAS73TMUIDX
400,1,0,0,2,1,Tom; the janitor at a community college is highly I satisfied with his life and sometimes steals items to buy alcohol with. He sometimes frames black students for the thefts.,20,1,5,,4,3,
401,1,1,1,2,7,Tom; the janitor at school; helps out the autistic children.,19,1,5,,4,6,A21YQXPL0SNNR2
402,1,1,1,2,7,Tom's a janitor at a local community college.  He has a busy job; but gets to meet many different people everyday. Tom is in a good mood almost everyday.  Very rarely does he feel different; only when he wonders how he can help the kids with disabilities including Autistic kids fit in better with the peers so that they don't get bullied; and have to leave college due to those issues. ,24,2,5,,5,7,A90QPQO48C6RX
403,3,1,0,1,3,Twisted and confused. She does not fully understand her job.,45,1,5,,5,6,A3LC257WY9DDYD
