subj	M_G_P_Hap	M_B_P_Hap	instruct	pos_affect	neg_affect	life_satis	Opinion	DemoInstr	age	gender	ethnicity	ethnicity_TEXT	education	ses	trukID	Code	DO-BL-Vignettes	DO-BL-DVsandMediators
R_eS5aQKCFf96mqkl				1	1	1	She evidently wanted to be a mother all er life and that maternal instinc has been realized through the birth and caring of her three children. She essentially has dedicated her life to the upbringing of her 3 children and it pleases her to no end.		55	2	5		5	3			M_G_P_Hap	
R_55NfhjvL72ODnbT	4		1	3	5	4											M_G_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_0fhNbtZxsgdhd0F	7		1	7	7	7											M_G_P_Hap	instruct|neg_affect|life_satis|pos_affect
R_8k7lMHORzbhvW5f	5		1	7	7	7											M_G_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_6EZkU8LGGJmdwZ7		6	1	7	7	7											M_B_P_Hap	instruct|pos_affect|neg_affect|life_satis
R_6Xo1STL7BuAYsq9		6	1	6	6	7											M_B_P_Hap	instruct|pos_affect|life_satis|neg_affect
R_cMRJKINscfDT4y1		4	1	4	3	4	"Maris has had some tough breaks in her past but things have improved for her lately.  She's happier in most areas of her life and she sees a ray of hope for the future.  She is optimistic about most things and tries to keep that foremost in her mind, which she feels helps generate more good things."		65	2	5		5	6			M_B_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_1ZaJShfbhmzdTXT		4	1	5	5	6											M_B_P_Hap	instruct|pos_affect|life_satis|neg_affect
R_dgpw5L1L6exSa9L	7		1	7	6	6	Maria is a devoted mother and what is going on in her mind is doing everything she can every single day to ensure the care and welfare of her children.  She loves them very much and wants to make sure they are taken care of and happy.		63	1	5		5				M_G_P_Hap	instruct|life_satis|neg_affect|pos_affect
R_3OAu1PRDZ3nNOp7	4		1	4	6	6	"To me, Maria's  knows she is being a good mom by putting the needs of her children first. And I think because of that Maria is willing to sacrifice her own wants and desires at times for the sake of her children. "		32	2	1		6	6			M_G_P_Hap	instruct|life_satis|neg_affect|pos_affect
R_7QVOy5WiKBBVk1L	7		1	7	4	5											M_G_P_Hap	instruct|pos_affect|life_satis|neg_affect
R_ahLw6o6kylTqqSF																	M_B_P_Hap	
R_0r19kQJSYSnQlA9	5		1	3	3	5											M_G_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_9FhW98m9rR2amyx	7		1	7	7	7	Maria leads a very busy life with raising her children. She might be the type of person that enjoys leading such a busy life and gets satisfaction from others happiness. A lot of parents are happy when their children are also happy.		22	1	5		4	7			M_G_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_a4ydSkSU6SwZCfj		5	1	6	2	6	"maria trying to live a life that some people only dream of, the life of a celebrity someone fo fame. she wants to be accepted like famous people and have people look up to her."		50	2	5		5	9			M_B_P_Hap	instruct|pos_affect|life_satis|neg_affect
R_efIKcNMHZmDUOUt		4	1	6	5	5											M_B_P_Hap	instruct|neg_affect|life_satis|pos_affect
R_5hCpdNyg3stYvLn																	M_B_P_Hap	
R_2a7TAAVTfUgznUh	7		1	6	5												M_G_P_Hap	instruct|pos_affect|neg_affect|life_satis
R_4OyuTDw8ukgykAJ	7		1	7	6	6	maria was happy just knowing her family was in good shape.  she was much more concerned with their emotional state than she was with her own.keeping her family happy is what makes her happy.		25	1	5		4	8			M_G_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_eDNKfZg5E696ZJH		6	1	7	7	7											M_B_P_Hap	instruct|pos_affect|neg_affect|life_satis
R_bf7Dgm3CfhoAC6p	6		1	6	7	6	"In Maria's mind, she has everything she could ask for.  She has happy, healthy children and she still has a social life with friends from her past.  She has successfully merged two different periods in her life together with very few problems."		38	2	5		4	6			M_G_P_Hap	instruct|life_satis|neg_affect|pos_affect
R_6h8Bx1OsALv5aW9		4	1	7	6	3											M_B_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_6sR9fy2Xfa7xJRP	7		1	7	7	7											M_G_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_6nZz3zrwp1s8aup		1	1	7	4	7	"she is fooling herself about what she thinks she wants.  she thinks that she us popular when she is actually being used and using everyone,  She does not realize that she is in trouble."		69	2	5		4	7			M_B_P_Hap	instruct|life_satis|neg_affect|pos_affect
R_brVLxMtgnsArZ2d		6	1	7	6	7											M_B_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_3mWsFWBBU7RUNSt		5	1	7	7	6											M_B_P_Hap	instruct|life_satis|neg_affect|pos_affect
R_5mOMlcHGWfnwfo9		1	1	7	7	7	"Maria is the victim of  low self esteem. On the surface Maria seems carefree. Maria seems to be living a lifestyle of fun and luxury. However, I am quite sure that a person cannot possibly exist living in the style Maria is living for an very long without finding themselves alone and unfulfilled. Maria is wading into a sea of people all trying to accomplish the same goal. All of these people have nothing to offer one another, and all of these people are not being true to themselves. I am sure that Maria believes that she is deeply inadequate as a person and this is her ticket to finding success in life. Maria is not seeing that there is not a short cut in life to fulfillment. I am sure that eventually Maria will be fall short and then quickly realize that she has no real friends to depend on. The fact that Maria can be so single minded on shallow goals is a drastic shame. Maria feels that she does not need her former connections and friends at this time, but she will in time realize the error of her ways."										M_B_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_cVgc6uMJBA2rHF3	7		1	7	6	7											M_G_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_d1ih5BHUBJHoeTb	7		1	7	7	7	"I think Mary is fulfilled as a person, & therefore she doesn't necessarily need to have all of her wants met. She is an outward reaching person, so blessing others gives her the greatest joy."		50	1	5		4	8			M_G_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_9tr3fAijBbB6I3X		5	1	6	6	6											M_B_P_Hap	instruct|pos_affect|life_satis|neg_affect
R_d0Girw1ZqDnDVAN	4		1	4	5	4	"I personally think Maria has tricked her mind into accepting, if you will, that she has to make sure that her children have a good life.  I really don't think Maria is actually happy because she doesn't mention doing things that makes Maria happy it's all about her kids.  Also one thing that I failed to pint out the article is kind of written in almost a condesceding tone as it list why shes happy I took it as the opposite."		26	1	1		2	5			M_G_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_5jbstyAx6U0qqzj																	M_B_P_Hap	instruct|life_satis|neg_affect|pos_affect
R_5u2MZFo0Nfm9Q3z		7	1	7	7	7	"In Maria's mind, Maria is living the life or trying to live the life that she has dreamed about. How she behaves and the emotions she displays in her mind is how a popular person acts. In her mind there is nothing wrong with her behavior, emotions, actions toward other people."		45	2	5		5	5			M_B_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_8evLIHuKXcuBt2Z		7	1	7	7	7											M_B_P_Hap	instruct|life_satis|neg_affect|pos_affect
R_0kWsG83XPSrteQd		6	1	6	7	7											M_B_P_Hap	instruct|pos_affect|life_satis|neg_affect
R_6sqxqCIY8sVSfPL	7		1	7	7	7											M_G_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_9QXKb1Wyhltln01	6		1	6	7	7											M_G_P_Hap	instruct|neg_affect|life_satis|pos_affect
R_bDSjt5vrhHq7jxj	7		1	7	7	7											M_G_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_eL4HX62e0hyxx6R		2	1	7	7	7											M_B_P_Hap	instruct|neg_affect|life_satis|pos_affect
R_b4rrwPqtoEix81L		6	1	6	7	6	Maria is happy. She is living the life that she has chosen and is living out her dreams. Most people may think she is shallow but she is too self absorbed to agree or understand their point of view. She may also be a person who is generally positive and not susceptible to  being depressed. As she matures her position may change. Any one chasing their dreams can be happy.		43	1	5		4	3			M_B_P_Hap	instruct|pos_affect|life_satis|neg_affect
R_e2GOCwNiXKm4R0h		6	1	6	6	7	"Maria simply does not care about the people around her, and her actions are strictly self serving.  While she is happy going to parties living the life of a celebrity, her actions can negitavely affect someone else."		22	1	5		4	5			M_B_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_bOZUnYIklMCaNkV		4	1	7	7	7											M_B_P_Hap	instruct|neg_affect|life_satis|pos_affect
R_a5hr6wGrTZ8O5et		4	1	4	3	5											M_B_P_Hap	instruct|neg_affect|life_satis|pos_affect
